date,fire_scar,site,plot,cwd_species,diameter,decay_class,combustion
7/22/2023,MudNowitnaDirt,66,A,unknown,2.8,crumbly,25
7/22/2023,MudNowitnaDirt,66,A,black spruce,9.2,hard,25
7/22/2023,MudNowitnaDirt,66,A,black spruce,11.5,hard,25
7/22/2023,MudNowitnaDirt,66,A,unknown,4.1,crumbly,75
7/22/2023,MudNowitnaDirt,66,A,unknown,6.7,crumbly,75
7/22/2023,MudNowitnaDirt,66,B,black spruce,3.2,hard,50
7/22/2023,MudNowitnaDirt,66,B,unknown,2.3,hard,50
7/22/2023,MudNowitnaDirt,66,B,black spruce,3,hard,75
7/22/2023,MudNowitnaDirt,66,C,black spruce,3,hard,25
7/22/2023,MudNowitnaDirt,66,C,black spruce,2,crumbly,25
7/22/2023,MudNowitnaDirt,66,C,unknown,2.5,crumbly,50
7/22/2023,MudNowitnaDirt,66,C,black spruce,2.6,hard,75
7/22/2023,MudNowitnaDirt,66,C,unknown,2.7,hard,75
7/22/2023,MudNowitnaDirt,66,C,birch,7.2,hard,75
7/22/2023,MudNowitnaDirt,67,A,black spruce,1.1,hard,25
7/22/2023,MudNowitnaDirt,67,A,unknown conifer,7,hard,25
7/22/2023,MudNowitnaDirt,67,A,unknown,3.7,crumbly,25
7/22/2023,MudNowitnaDirt,67,A,unknown conifer,2.2,hard,25
7/22/2023,MudNowitnaDirt,67,A,unknown conifer,3.6,crumbly,25
7/22/2023,MudNowitnaDirt,67,A,unknown conifer,5.2,hard,50
7/22/2023,MudNowitnaDirt,67,B,unknown conifer,2,hard,25
7/22/2023,MudNowitnaDirt,67,B,birch,2.8,hard,25
7/22/2023,MudNowitnaDirt,67,B,unknown conifer,2.2,hard,25
7/22/2023,MudNowitnaDirt,67,B,unknown conifer,1.4,crumbly,25
7/22/2023,MudNowitnaDirt,67,B,unknown,2.1,hard,50
7/22/2023,MudNowitnaDirt,67,B,unknown,4.5,hard,50
7/22/2023,MudNowitnaDirt,67,B,unknown conifer,2,hard,75
7/22/2023,MudNowitnaDirt,67,B,unknown,2.5,hard,75
7/22/2023,MudNowitnaDirt,67,C,birch,1.7,hard,25
7/22/2023,MudNowitnaDirt,67,C,unknown,2.8,hard,25
7/22/2023,MudNowitnaDirt,67,C,black spruce,5,hard,25
7/22/2023,MudNowitnaDirt,67,C,unknown,2.9,hard,25
7/22/2023,MudNowitnaDirt,67,C,black spruce,5.8,hard,50
7/22/2023,MudNowitnaDirt,67,C,unknown conifer,6.3,crumbly,50
7/23/2023,MudNowitnaDirt,68,A,unknown,2.2,hard,75
7/23/2023,MudNowitnaDirt,68,B,black spruce,3.3,crumbly,50
7/23/2023,MudNowitnaDirt,68,B,unknown,6.8,hard,75
7/23/2023,MudNowitnaDirt,68,C,black spruce,7.4,hard,25
7/23/2023,MudNowitnaDirt,68,C,unknown,2.1,hard,75
7/23/2023,MudNowitnaDirt,68,C,black spruce,3.1,hard,75
7/23/2023,MudNowitnaDirt,69,A,unknown,2.6,hard,75
7/23/2023,MudNowitnaDirt,69,A,unknown,2.3,hard,75
7/23/2023,MudNowitnaDirt,69,A,unknown,4.2,crumbly,75
7/23/2023,MudNowitnaDirt,69,B,unknown,2.5,hard,50
7/23/2023,MudNowitnaDirt,69,C,black spruce,9.3,hard,25
7/23/2023,MudNowitnaDirt,69,C,black spruce,3.2,hard,50
7/23/2023,MudNowitnaDirt,69,C,black spruce,4.3,hard,50
7/23/2023,MudNowitnaDirt,69,C,black spruce,9.3,hard,50
7/23/2023,MudNowitnaDirt,69,C,unknown,3.6,hard,50
7/23/2023,MudNowitnaDirt,69,C,black spruce,6.4,hard,50
7/23/2023,MudNowitnaDirt,69,C,black spruce,5.5,hard,75
7/23/2023,MudNowitnaDirt,69,C,black spruce,3.4,hard,75
7/23/2023,MudNowitnaDirt,69,C,unknown,3,hard,75
7/26/2022,PreachPreacher,46,A,white spruce,4.2,hard,75
7/26/2022,PreachPreacher,46,A,white spruce,7.1,hard,75
7/26/2022,PreachPreacher,46,A,white spruce,16.5,crumbly,75
7/26/2022,PreachPreacher,46,A,white spruce,8.4,hard,50
7/26/2022,PreachPreacher,46,A,white spruce,18.8,hard,25
7/26/2022,PreachPreacher,46,B,white spruce,14.5,hard,50
7/26/2022,PreachPreacher,46,B,white spruce,16.1,crumbly,75
7/26/2022,PreachPreacher,46,B,white spruce,9.1,hard,75
7/26/2022,PreachPreacher,46,C,white spruce,4.8,hard,50
7/26/2022,PreachPreacher,46,C,white spruce,5,soft,50
7/26/2022,PreachPreacher,46,C,white spruce,35.2,hard,75
7/26/2022,PreachPreacher,281,A,white spruce,5.4,hard,0
7/26/2022,PreachPreacher,281,A,white spruce,5.5,hard,0
7/26/2022,PreachPreacher,281,A,white spruce,6.5,hard,25
7/26/2022,PreachPreacher,281,A,white spruce,5.8,hard,25
7/26/2022,PreachPreacher,281,A,white spruce,13.8,hard,0
7/26/2022,PreachPreacher,281,A,white spruce,11.9,hard,0
7/26/2022,PreachPreacher,281,A,white spruce,3.5,hard,0
7/26/2022,PreachPreacher,281,B,white spruce,3.5,hard,0
7/26/2022,PreachPreacher,281,B,white spruce,3.2,hard,25
7/26/2022,PreachPreacher,281,C,white spruce,5,hard,0
7/26/2022,PreachPreacher,281,C,white spruce,15,hard,0
7/26/2022,PreachPreacher,281,C,aspen,7.4,hard,0
7/26/2022,PreachPreacher,281,C,white spruce,4.9,hard,0
7/26/2022,PreachPreacher,483,A,white spruce,7.8,hard,75
7/26/2022,PreachPreacher,483,B,white spruce,10.2,hard,75
7/26/2022,PreachPreacher,483,B,white spruce,4.8,crumbly,75
7/26/2022,PreachPreacher,483,B,white spruce,12.5,hard,75
7/26/2022,PreachPreacher,483,B,white spruce,14.2,hard,25
7/26/2022,PreachPreacher,483,C,NA,NA,NA,NA
7/26/2022,PreachPreacher,579,A,white spruce,6.5,hard,75
7/26/2022,PreachPreacher,579,A,white spruce,12.5,hard,75
7/26/2022,PreachPreacher,579,A,white spruce,14.5,hard,75
7/26/2022,PreachPreacher,579,A,white spruce,8.1,hard,75
7/26/2022,PreachPreacher,579,A,white spruce,20.9,hard,75
7/26/2022,PreachPreacher,579,B,white spruce,13.2,hard,75
7/26/2022,PreachPreacher,579,B,white spruce,12.2,hard,75
7/26/2022,PreachPreacher,579,B,white spruce,12.2,hard,50
7/26/2022,PreachPreacher,579,B,white spruce,16.5,soft,75
7/26/2022,PreachPreacher,579,B,white spruce,15.1,hard,50
7/26/2022,PreachPreacher,579,B,white spruce,23.9,hard,25
7/26/2022,PreachPreacher,579,B,white spruce,9.5,hard,25
7/26/2022,PreachPreacher,579,B,white spruce,5.2,hard,25
7/26/2022,PreachPreacher,579,B,white spruce,20.2,hard,25
7/26/2022,PreachPreacher,579,B,white spruce,14.2,hard,25
7/26/2022,PreachPreacher,579,C,white spruce,6.6,hard,50
7/26/2022,PreachPreacher,579,C,white spruce,14.4,hard,50
7/26/2022,PreachPreacher,579,C,white spruce,5.6,hard,25
7/26/2022,PreachPreacher,918,A,white spruce,4.8,crumbly,75
7/26/2022,PreachPreacher,918,A,white spruce,6.9,hard,75
7/26/2022,PreachPreacher,918,A,white spruce,5.2,hard,50
7/26/2022,PreachPreacher,918,A,white spruce,6.5,hard,50
7/26/2022,PreachPreacher,918,A,white spruce,12.5,hard,25
7/26/2022,PreachPreacher,918,A,white spruce,15.9,hard,75
7/26/2022,PreachPreacher,918,A,white spruce,16,hard,25
7/26/2022,PreachPreacher,918,A,white spruce,26.8,hard,25
7/26/2022,PreachPreacher,918,A,white spruce,27.5,hard,25
7/26/2022,PreachPreacher,918,A,white spruce,6.2,hard,0
7/26/2022,PreachPreacher,918,B,white spruce,21,hard,25
7/26/2022,PreachPreacher,918,B,white spruce,11.8,hard,0
7/26/2022,PreachPreacher,918,B,white spruce,3.5,hard,0
7/26/2022,PreachPreacher,918,B,white spruce,4.2,hard,75
7/26/2022,PreachPreacher,918,B,aspen,4.5,hard,25
7/26/2022,PreachPreacher,918,B,white spruce,14.1,hard,75
7/26/2022,PreachPreacher,918,B,white spruce,14.5,crumbly,50
7/26/2022,PreachPreacher,918,B,white spruce,5.5,hard,75
7/26/2022,PreachPreacher,918,C,white spruce,24.2,hard,25
7/26/2022,PreachPreacher,918,C,white spruce,6.9,hard,75
7/26/2022,PreachPreacher,918,C,white spruce,9.5,hard,50
7/26/2022,PreachPreacher,918,C,white spruce,11.8,hard,75
7/26/2022,PreachPreacher,918,C,white spruce,7.8,hard,0
7/26/2022,PreachPreacher,918,C,white spruce,9.1,hard,75
7/26/2022,PreachPreacher,918,C,white spruce,15.5,crumbly,50
7/26/2022,PreachPreacher,918,C,white spruce,7.2,hard,50
7/26/2022,PreachPreacher,918,C,white spruce,4.4,hard,50
7/26/2022,PreachPreacher,918,C,white spruce,3.8,crumbly,50
7/26/2022,PreachPreacher,918,C,white spruce,10.2,hard,25
7/26/2022,PreachPreacher,918,C,white spruce,13.4,hard,50
7/26/2022,PreachPreacher,918,C,white spruce,11.5,hard,50
7/26/2022,PreachPreacher,918,C,white spruce,7.5,soft,25
7/26/2022,PreachPreacher,8675309,A,black spruce,15.2,hard,25
7/26/2022,PreachPreacher,8675309,A,black spruce,13.5,hard,25
7/26/2022,PreachPreacher,8675309,A,black spruce,4,hard,75
7/26/2022,PreachPreacher,8675309,A,black spruce,4.1,hard,0
7/26/2022,PreachPreacher,8675309,A,black spruce,3.1,hard,0
7/26/2022,PreachPreacher,8675309,A,black spruce,10.5,hard,50
7/26/2022,PreachPreacher,8675309,A,black spruce,3.1,hard,0
7/26/2022,PreachPreacher,8675309,B,black spruce,6.6,hard,0
7/26/2022,PreachPreacher,8675309,B,black spruce,7.9,hard,50
7/26/2022,PreachPreacher,8675309,B,black spruce,10.6,hard,50
7/26/2022,PreachPreacher,8675309,B,black spruce,5.9,hard,0
7/26/2022,PreachPreacher,8675309,B,black spruce,9.8,hard,25
7/26/2022,PreachPreacher,8675309,B,black spruce,4.1,hard,0
7/26/2022,PreachPreacher,8675309,B,black spruce,2.9,hard,25
7/26/2022,PreachPreacher,8675309,B,black spruce,4,hard,0
7/26/2022,PreachPreacher,8675309,B,black spruce,10.5,hard,50
7/26/2022,PreachPreacher,8675309,B,black spruce,9.9,hard,50
7/26/2022,PreachPreacher,8675309,C,black spruce,4.8,hard,0
7/26/2022,PreachPreacher,8675309,C,black spruce,4,hard,0
7/26/2022,PreachPreacher,8675309,C,black spruce,4,hard,0
7/26/2022,PreachPreacher,8675309,C,black spruce,6.5,hard,75
7/26/2022,PreachPreacher,8675309,C,black spruce,5.2,hard,50
7/26/2022,PreachPreacher,8675309,C,black spruce,7,hard,50
7/26/2022,PreachPreacher,8675309,C,black spruce,17.1,hard,25
7/26/2022,PreachPreacher,8675309,C,black spruce,3,hard,0
7/5/2021,Shovel,8,A,black spruce,12.2,hard,25
7/5/2021,Shovel,8,B,black spruce,9.3,hard,25
7/5/2021,Shovel,8,B,unknown,7.8,crumbly,75
7/5/2021,Shovel,8,B,unknown,8.5,crumbly,75
7/5/2021,Shovel,8,C,black spruce,5.1,crumbly,75
7/5/2021,Shovel,8,C,unknown,9.3,crumbly,75
7/5/2021,Shovel,18,A,black spruce,7,crumbly,50
7/4/2021,Shovel,21,A,NA,NA,NA,NA
7/5/2021,Shovel,26,A,unknown conifer,5.5,crumbly,75
7/5/2021,Shovel,26,B,unknown conifer,6,crumbly,50
7/5/2021,Shovel,26,B,unknown conifer,6,hard,50
7/5/2021,Shovel,26,C,unknown conifer,6.2,hard,75
7/3/2021,Shovel,41,A,unknown,9.3,hard,75
7/3/2021,Shovel,41,B,unknown,10.7,crumbly,75
7/3/2021,Shovel,41,B,unknown,3.8,soft,25
7/3/2021,Shovel,41,C,black spruce,7.3,hard,50
7/3/2021,Shovel,41,C,unknown,9.9,hard,50
7/20/2021,Shovel,47,A,black spruce,9.1,hard,75
7/20/2021,Shovel,47,B,black spruce,4.2,hard,75
7/20/2021,Shovel,47,C,NA,NA,NA,NA
7/5/2021,Shovel,60,A,unknown,7.7,crumbly,75
7/5/2021,Shovel,60,C,unknown,6.9,crumbly,75
7/5/2021,Shovel,60,C,unknown,12.4,crumbly,50
7/5/2021,Shovel,60,C,unknown,10.2,crumbly,25
7/20/2023,SnohomishEagle,60,A,unknown,6.3,crumbly,50
7/20/2023,SnohomishEagle,60,A,unknown,7.8,hard,75
7/20/2023,SnohomishEagle,60,B,unknown,7.6,soft,25
7/20/2023,SnohomishEagle,60,B,black spruce,5.9,hard,25
7/20/2023,SnohomishEagle,60,B,unknown,6.3,soft,75
7/20/2023,SnohomishEagle,60,B,unknown,1.5,hard,75
7/20/2023,SnohomishEagle,60,B,unknown,7.8,crumbly,75
7/20/2023,SnohomishEagle,60,C,black spruce,1.1,hard,25
7/20/2023,SnohomishEagle,60,C,unknown,1.5,crumbly,50
7/20/2023,SnohomishEagle,60,C,unknown,5.4,crumbly,50
7/20/2023,SnohomishEagle,60,C,black spruce,2.2,hard,50
7/20/2023,SnohomishEagle,60,C,unknown,6.3,soft,75
7/20/2023,SnohomishEagle,60,C,unknown,9.9,soft,75
7/20/2023,SnohomishEagle,60,C,black spruce,2,crumbly,75
7/20/2023,SnohomishEagle,60,C,unknown,4.4,soft,75
7/20/2023,SnohomishEagle,60,C,black spruce,5,hard,75
7/20/2023,SnohomishEagle,61,A,black spruce,2,hard,50
7/20/2023,SnohomishEagle,61,A,unknown,1.5,hard,75
7/20/2023,SnohomishEagle,61,A,unknown,1.6,crumbly,75
7/20/2023,SnohomishEagle,61,A,unknown,3.2,crumbly,75
7/20/2023,SnohomishEagle,61,B,NA,NA,NA,NA
7/20/2023,SnohomishEagle,61,C,black spruce,2.9,hard,25
7/20/2023,SnohomishEagle,61,C,black spruce,3.8,hard,50
7/20/2023,SnohomishEagle,61,C,black spruce,2.9,hard,50
7/20/2023,SnohomishEagle,61,C,unknown,2.1,hard,75
7/20/2023,SnohomishEagle,61,C,unknown,1.3,crumbly,75
7/21/2023,SnohomishEagle,62,A,black spruce,2.1,hard,25
7/21/2023,SnohomishEagle,62,A,unknown,1.3,hard,25
7/21/2023,SnohomishEagle,62,A,black spruce,1.5,hard,25
7/21/2023,SnohomishEagle,62,A,aspen,3,crumbly,50
7/21/2023,SnohomishEagle,62,A,unknown,1.4,hard,75
7/21/2023,SnohomishEagle,62,A,unknown,8.7,crumbly,75
7/21/2023,SnohomishEagle,62,B,black spruce,9.5,hard,25
7/21/2023,SnohomishEagle,62,B,black spruce,3.3,hard,50
7/21/2023,SnohomishEagle,62,B,unknown,2.4,hard,75
7/21/2023,SnohomishEagle,62,C,black spruce,4.3,hard,25
7/21/2023,SnohomishEagle,62,C,unknown,1.4,hard,75
7/21/2023,SnohomishEagle,63,A,NA,NA,NA,NA
7/21/2023,SnohomishEagle,63,B,NA,NA,NA,NA
7/21/2023,SnohomishEagle,63,C,white spruce,26,hard,25
7/21/2023,SnohomishEagle,64,A,black spruce,1.5,hard,25
7/21/2023,SnohomishEagle,64,A,unknown,5.1,crumbly,75
7/21/2023,SnohomishEagle,64,A,unknown,2.6,crumbly,75
7/21/2023,SnohomishEagle,64,B,black spruce,6,hard,25
7/21/2023,SnohomishEagle,64,B,black spruce,6.5,hard,50
7/21/2023,SnohomishEagle,64,B,black spruce,2.5,crumbly,75
7/21/2023,SnohomishEagle,64,B,unknown,1.5,hard,75
7/21/2023,SnohomishEagle,64,C,unknown,2.5,hard,50
7/21/2023,SnohomishEagle,64,C,unknown,1.2,crumbly,75
7/21/2023,SnohomishEagle,64,C,black spruce,9,hard,75
7/24/2021,TananaRoad,735,A,unknown,5.6,crumbly,25
7/24/2021,TananaRoad,735,A,unknown,10.6,crumbly,75
7/24/2021,TananaRoad,735,A,unknown,10,crumbly,75
7/24/2021,TananaRoad,735,A,unknown,5,crumbly,50
7/24/2021,TananaRoad,735,A,unknown conifer,7,crumbly,50
7/24/2021,TananaRoad,735,A,unknown conifer,20.5,crumbly,50
7/24/2021,TananaRoad,735,A,unknown conifer,16.7,crumbly,50
7/24/2021,TananaRoad,735,B,unknown,12.4,crumbly,75
7/24/2021,TananaRoad,735,C,unknown,6.3,crumbly,75
7/24/2021,TananaRoad,735,C,unknown conifer,16.5,crumbly,75
7/25/2021,TananaRoad,740,A,unknown,5.3,crumbly,50
7/25/2021,TananaRoad,740,B,birch,5,crumbly,75
7/25/2021,TananaRoad,740,B,black spruce,6,crumbly,75
7/25/2021,TananaRoad,740,B,black spruce,5.7,crumbly,75
7/25/2021,TananaRoad,740,B,black spruce,5.5,crumbly,75
7/25/2021,TananaRoad,740,B,black spruce,6.5,crumbly,75
7/25/2021,TananaRoad,740,B,unknown,17,crumbly,50
7/25/2021,TananaRoad,740,C,unknown,7.6,crumbly,75
7/24/2021,TananaRoad,747,A,unknown,6.7,crumbly,50
7/24/2021,TananaRoad,747,A,unknown,12,crumbly,50
7/24/2021,TananaRoad,747,B,unknown,9,hard,25
7/24/2021,TananaRoad,747,B,unknown,8.7,crumbly,75
7/24/2021,TananaRoad,747,B,unknown,5.1,hard,75
7/24/2021,TananaRoad,747,B,unknown,9,crumbly,50
7/24/2021,TananaRoad,747,B,unknown,10.2,crumbly,75
7/24/2021,TananaRoad,747,B,unknown,5.8,crumbly,75
7/24/2021,TananaRoad,747,B,unknown,8.2,crumbly,50
7/24/2021,TananaRoad,747,C,unknown,9.6,hard,50
7/25/2021,TananaRoad,757,A,NA,NA,NA,NA
7/25/2021,TananaRoad,757,B,unknown,13.3,crumbly,75
7/25/2021,TananaRoad,757,C,unknown,6.5,crumbly,75
7/25/2021,TananaRoad,777,A,unknown,7,crumbly,50
7/25/2021,TananaRoad,777,B,unknown,8.2,crumbly,25
7/25/2021,TananaRoad,777,B,unknown,11.3,crumbly,25
7/25/2021,TananaRoad,777,C,NA,NA,NA,NA
7/25/2021,TananaRoad,876,A,black spruce,6.1,hard,25
7/25/2021,TananaRoad,876,A,black spruce,6.6,hard,50
7/25/2021,TananaRoad,876,A,unknown,7.4,crumbly,50
7/25/2021,TananaRoad,876,B,NA,NA,NA,NA
7/25/2021,TananaRoad,876,C,unknown,6.3,crumbly,25
7/25/2021,TananaRoad,876,C,unknown,12.6,crumbly,50
7/25/2021,TananaRoad,876,C,unknown,9,crumbly,50
7/25/2021,TananaRoad,876,C,unknown,11.6,crumbly,50
7/25/2021,TananaRoad,876,C,unknown,8,crumbly,75
7/25/2021,TananaRoad,905,A,birch,8.5,soft,50
7/25/2021,TananaRoad,905,A,unknown,13.1,soft,75
7/25/2021,TananaRoad,905,A,unknown,11,soft,75
7/25/2021,TananaRoad,905,B,unknown,18.5,soft,75
7/25/2021,TananaRoad,905,B,unknown,11.2,crumbly,75
7/25/2021,TananaRoad,905,B,unknown,9.7,crumbly,75
7/25/2021,TananaRoad,905,B,unknown,7.7,soft,75
7/25/2021,TananaRoad,905,B,unknown,15,soft,75
7/25/2021,TananaRoad,905,B,unknown,8.2,soft,75
7/25/2021,TananaRoad,905,B,unknown,22.6,soft,75
7/25/2021,TananaRoad,905,C,black spruce,6,hard,75
7/25/2021,TananaRoad,905,C,unknown,7.7,crumbly,75
7/25/2021,TananaRoad,905,C,unknown,6.6,crumbly,75
7/25/2021,TananaRoad,905,C,unknown,5.2,soft,75
7/24/2021,TananaRoad,929,A,unknown,7.3,crumbly,25
7/24/2021,TananaRoad,929,B,NA,NA,NA,NA
7/24/2021,TananaRoad,929,C,NA,NA,NA,NA
7/21/2022,Tractor,1232,A,white spruce,8.2,crumbly,75
7/21/2022,Tractor,1232,A,white spruce,11.5,crumbly,75
7/21/2022,Tractor,1232,B,NA,NA,NA,NA
7/21/2022,Tractor,1232,C,white spruce,10.9,hard,50
7/21/2022,Tractor,1232,C,white spruce,9,hard,25
7/21/2022,Tractor,1232,C,white spruce,8.3,hard,50
7/21/2022,Tractor,1232,C,white spruce,9.8,crumbly,50
7/21/2022,Tractor,1232,C,white spruce,14,hard,50
7/21/2022,Tractor,2132,A,unknown conifer,16.1,soft,75
7/21/2022,Tractor,2132,B,unknown conifer,9.7,hard,50
7/21/2022,Tractor,2132,B,unknown conifer,10,crumbly,75
7/21/2022,Tractor,2132,B,unknown conifer,6,crumbly,50
7/21/2022,Tractor,2132,B,unknown conifer,6,hard,75
7/21/2022,Tractor,2132,C,unknown conifer,9.1,hard,50
7/21/2022,Tractor,2132,C,unknown conifer,14.6,hard,25
7/21/2022,Tractor,2513,A,white spruce,9,crumbly,75
7/21/2022,Tractor,2513,B,NA,NA,NA,NA
7/21/2022,Tractor,2513,C,white spruce,9.9,soft,75
7/21/2022,Tractor,2759,A,NA,NA,NA,NA
7/21/2022,Tractor,2759,B,NA,NA,NA,NA
7/21/2022,Tractor,2759,C,NA,NA,NA,NA
7/21/2022,Tractor,3982,A,NA,NA,NA,NA
7/21/2022,Tractor,3982,B,NA,NA,NA,NA
7/21/2022,Tractor,3982,C,NA,NA,NA,NA
7/21/2022,Tractor,4156,A,white spruce,8.3,hard,75
7/21/2022,Tractor,4156,A,white spruce,7.2,hard,75
7/21/2022,Tractor,4156,B,white spruce,9.3,hard,75
7/21/2022,Tractor,4156,C,white spruce,5.5,soft,75
7/21/2022,Tractor,4156,C,white spruce,10.1,soft,75
7/21/2022,Tractor,4156,C,white spruce,5.6,crumbly,75
