"","date","fire_scar","site","plot","location","green_moss","depth1","org_hit","org_hit_other","thaw_d","thaw_hit","ar_sol_depth1","ar_sol_hit","ar_height1","ar_height2","ar_height3","collected","sample_id","sample_depth1","sample_depth2","sample_width1","sample_width2","sample_length1","sample_length2","organic_notes","min_depth","m1_depth1","m1_depth2","m2_depth1","m2_depth_2","min_coregrab","mineral_notes","sample_photo","general_notes"
"1","2024-07-25","Haystack","Hays5","A","3 m",NA,8,"Mineral,Rock","",38,"Rock",7.5,"Mineral",5.5,4,3,"yes","Hays5A",7.5,8,11.5,11,12.5,13.5,"1 cm rock removed between organic and mineral",NA,3,0,NA,NA,"","Rock beneath 3 cm unable to remove","",""
"2","2024-07-25","Haystack","Hays5","A","6 m",NA,0.5,"Mineral","",65,"Rock",5,"Mineral",2,3.5,6,"no","",NA,NA,NA,NA,NA,NA,"Small amount of litter, then ash and mineral",NA,NA,NA,NA,NA,"","","",""
"3","2024-07-25","Haystack","Hays5","A","9 m",NA,13.5,"Rock","",50,"Rock",11.5,"Mineral",2.5,5,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"4","2024-07-14","Haystack","Hays1","A","3 m",NA,5,"Mineral","",82,"Ice",5.5,"Mineral",7.5,5,10,"yes","HAYS1A",4,6,10,10,12,11,"",6,NA,NA,NA,NA,"Core","Top=0-6 cm no M2 gravel","",""
"5","2024-07-14","Haystack","Hays1","A","6 m",NA,11.5,"Mineral","",100,"Ice",10.5,"Mineral",5.5,10,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"6","2024-07-16","Shovel creek","ShCr3","A","3 m",NA,3.5,"Mineral","",12,"Mineral",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"7","2024-07-16","Shovel creek","ShCr3","A","6 m",NA,12.5,"Mineral","",12.4,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"8","2024-07-16","Shovel creek","ShCr3","A","9 m",NA,5,"Mineral","",26,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"9","2024-08-01","Munson Creek","MuCr2","A","3 m",0.1,11,"Mineral","",18,"Rock",10,"Rock",18,16,20,"yes","MuCr2A",9.5,8,11,11,11,10,"Bottom uneven due to rocks",NA,0,NA,0,NA,"","No mineral. Pure rock under organic","0f9bcacd-1611-47ba-8a96-a176b57eeb4f,59a4a4d3-127c-4dcc-8594-7b99bf2df5ed",""
"10","2024-08-01","Munson Creek","MuCr2","A","6 m",0,9.5,"Rock","",18,"Rock",28,"Rock",11,7,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"11","2024-07-29","McCoy Creek","McCr2","B","3 m",NA,13,"Mineral","",62,"Frozen Ground",17,"Mineral",7,7,10,"yes","McCr2B",10,12,9,8,9,9,"",NA,5,NA,5,NA,"","","",""
"12","2024-07-29","McCoy Creek","McCr2","B","6 m",NA,19.5,"Mineral","",88,"Frozen Ground",11,"Mineral",10,12,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"13","2024-07-31","Nugget Creek","NuCr4","C","3 m",NA,6,"Mineral","",101,">100cm",12,"Mineral",46,23,NA,"yes","NuCr4C",7,5,10,12,9,10,"",NA,5,NA,5,NA,"","","",""
"14","2024-07-31","Nugget Creek","NuCr4","C","6 m",NA,14,"Mineral","",88,"Rock",7.5,"Mineral",24,22,16,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"15","2024-07-22","Hess Creek","HeCr3","B","3 m",NA,15,"Mineral","",77,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"16","2024-07-22","Hess Creek","HeCr3","B","6 m",NA,11.5,"Mineral","",79,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"17","2024-07-22","Hess Creek","HeCr3","B","9 m",NA,7,"Mineral","",60,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"18","2024-07-31","Nugget Creek","NuCr4","A","3 m",NA,30,"Mineral","",101,">100cm",42,"Mineral",8,9,NA,"yes","NuCr4A",35,34,10,6,11.5,10,"Organic sample difficult to remove due to roots, bottom very crumbly",NA,5,NA,5,NA,"","","",""
"19","2024-07-31","Nugget Creek","NuCr4","A","6 m",NA,52,"Mineral","",101,">100cm",5,"Mineral",18,15,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"20","2024-07-28","McCoy Creek","McCr5","C","3 m",NA,43,"Mineral","",55,"Frozen Ground",29.5,"Mineral",5,2,6,"yes","McCr5C",40,38,9,11,10,7,"",NA,5,NA,0,NA,"","","","No m2 sample, hit frozen ground at bottom of m1 sample"
"21","2024-07-28","McCoy Creek","McCr5","C","6 m",NA,33,"Mineral","",50,"Frozen Ground",36,"Frozen Ground",3,2,4,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"22","2024-08-02","Teklanika","Tekl4","B","3 m",0,7,"Mineral","",23,"Rock",5,"Mineral",3,2,1,"no","Tekl4B",7,8,11,10,10,9,"",NA,4,NA,2,NA,"","M1 sampled with corer. 2 cm of rock removed. M2 grab sample of 2cm","47021fe9-46c4-4b0d-8d01-a873ea8696fb","Sampled at 13.3 due to cwd"
"23","2024-08-02","Teklanika","Tekl4","B","6 m",0,7,"Mineral","",19,"Rock",6,"Mineral",10,10,11,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"24","2024-07-22","Hess Creek","HeCr3","A","3 m",NA,7,"Mineral","",101,">100cm",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"25","2024-07-22","Hess Creek","HeCr3","A","6 m",NA,26,"Mineral","",77,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"26","2024-07-22","Hess Creek","HeCr3","A","9 m",NA,11,"Mineral","",56,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"27","2024-08-06","Dry Creek","DrCr4","B","3 m",0,6.5,"Mineral","",90,"Mineral",6.5,"Mineral",13,12,12,"yes","DrCr4B",6.5,7,9,9,9,10,"",NA,5,NA,5,NA,"Core","","","Mineral all the way down but really hard to press thaw probe through"
"28","2024-08-06","Dry Creek","DrCr4","B","6 m",0,6,"Mineral","",57,"Mineral",3,"Mineral",8,8,9,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","Mineral soil too dense too push thaw probe through"
"29","2024-07-17","Shovel Creek","ShCr6","C","3 m",NA,18,"Mineral","",23,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"30","2024-07-17","Shovel Creek","ShCr6","C","6 m",NA,12.5,"Mineral","",35,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"31","2024-07-17","Shovel Creek","ShCr6","C","9 m",NA,11.5,"Mineral","",38,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"32","2024-08-02","Teklanika","Tekl4","A","3 m",0,8,"Mineral","",16,"Rock",11,"",2.5,1.5,NA,"yes","Tekl4A",8,7.5,9.5,10,9.5,10,"",NA,4,NA,5,NA,"None","M1 sampled with corer. Removed 5cm of rock. M2 is grab sample below that to a depth of 5 cm","d84f191b-be6b-4b30-a49c-f01983eebfe4","Nearest tree had no Ar roots visible. SOL depth at it was 10. Measurements in data are from nearest tree with Ar"
"33","2024-08-02","Teklanika","Tekl4","A","6 m",0,12,"Mineral","",28,"Rock",6,"Mineral",7,5,8,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"34","2024-08-01","Munson Creek","MuCr1","B","3 m",0,6,"Mineral","",72,"Rock",12.5,"Mineral",1.5,2,7,"yes","MuCr1B",7.5,4.5,10.5,11.5,11,10,"",NA,5,NA,5,NA,"Core","","",""
"35","2024-08-01","Munson Creek","MuCr1","B","6 m",0,17,"Mineral","",69,"Rock",17,"Mineral",7,5,6,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"36","2024-07-31","Nugget Creek","NuCr5","C","3 m",NA,7,"Mineral","",37,"Rock",7,"Mineral",23,24,NA,"yes","NuCr5B",7,9,7,8,10,10,"",NA,7,NA,0,NA,"Grab","Too rocky and crumbly to core volumetrically, grab sample of mineral to 7 cm depth ","","No standing AR tree, measuring AR depths from AR roots to remaining soil on roots or to the bottom of large exposed stabilizing root if no soil is remaining on roots. AR soil depth same hole as transect, not including green moss"
"37","2024-07-31","Nugget Creek","NuCr5","C","6 m",NA,9.5,"Mineral","",67,"Rock",2.5,"Mineral",29,33,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","AR depths on downed tree to bottom of tree roots, AR SOL depth measured next to, does not include green moss"
"38","2024-07-18","Lost horse","LoHo5","A","3 m",NA,16,"Mineral","",101,">100cm",2.5,"Mineral",16,7,8,"yes","LoHo5A",16,16,11,11,11,10,"Roots!!",NA,5,NA,5,NA,"Core","Removed 3 cm of rock between organic and mineral","",""
"39","2024-07-18","Lost horse","LoHo5","A","6 m",NA,1.5,"Mineral","",86,"Rock",1.5,"Mineral",16,10,8.5,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"40","2024-07-18","Lost horse","LoHo5","A","9 m",NA,9.5,"Mineral","",78,"Rock",1.5,"Mineral",13,8.5,7,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"41","2024-08-07","McCoy Creek","McCr3","C","3 m",0,31.5,"Mineral","",48,"Frozen Ground",40,"Mineral",9.5,11.5,9,"yes","McCr3C",31,31.5,11,11,10.5,10,"",NA,5,NA,5,NA,"Core","Hit frozen ground","0ee3af13-f0ea-4bf5-b625-69eef1ba9bfa",""
"42","2024-08-07","McCoy Creek","McCr3","C","6 m",0,51,"Mineral","",60,"Frozen Ground",59,"Mineral",2,3,2.5,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"43","2024-07-14","Haystack","Hays2","C","9 m",NA,11,"Mineral","",120,">100cm",11,"Mineral",11,12,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","Thaw depth greater than 120"
"44","2024-07-14","Haystack","Hays2","C","6 m",NA,18,"Mineral,Water","",110,">100cm,Frozen Ground",6,"Mineral",6,14,10,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"45","2024-07-14","Haystack","Hays2","C","3 m",NA,5.5,"Mineral","",100,"Rock",17,"Mineral",5,6,NA,"yes","Hays2c",5.5,6,10,10.5,10,11,"",10,NA,NA,NA,NA,"Core","M1 and m2 both 5 cm, slightly compacted core","",""
"46","2024-08-05","Dry Creek","DrCr2","C","3 m",0.1,24,"Mineral,Water","",98,"Frozen Ground",37,"Mineral,Water",4.5,10,NA,"yes","DrCr2C",21,23,11,12,19,9,"",NA,5,NA,5,NA,"Core","","d8912997-6e53-4d57-87a4-6f86dbb7b11a",""
"47","2024-08-05","Dry Creek","DrCr2","C","6 m",0.1,20,"Mineral,Water","",101,">100cm",25,"Mineral,Water",1,2,4,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","Green moss depth at ar 2.5. Not included in SOL measurement "
"48","2024-07-25","Haystack","Hays6","A","3 m",NA,7,"Mineral,Rock","",24,"Rock",3.5,"Mineral",13.5,11.5,NA,"yes","Hays6A",6.5,6,13,12,10,9.5,"",NA,0,NA,0,NA,"","No mineral soil sample taken too rocky and unable to remove rock","",""
"49","2024-07-25","Haystack","Hays6","A","6 m",NA,11,"Mineral","",52,"Rock",14.5,"Mineral",2.5,2.5,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"50","2024-07-25","Haystack","Hays6","A","9 m",NA,16,"Mineral","",51,"Rock",3.5,"Mineral",13,8,15,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"51","2024-07-28","McCoy Creek","McCr1","B","3 m",NA,27,"Mineral","",39,"Frozen Ground",27,"Mineral",3,5.5,NA,"yes","McCr1B",23.5,21,10,9,12,12,"Bottom 2.5 cm organic came off with corer, in own bag for processing",NA,5,NA,5,NA,"","Top 2 cm mineral mixed with organic","","Sampling between tussocks, very wet, standing water at 30 cm depth, AR hole depth same as sample depth"
"52","2024-07-28","McCoy Creek","McCr1","B","6 m",NA,23,"Water,Mineral","",39,"Frozen Ground",19,"Mineral",11,10,12,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","Standing water at 10 cm below surface"
"53","2024-07-30","Nugget Creek","NuCr2","A","3 m",NA,36.5,"Rock","",98,"Rock",25,"Mineral",19,17,1,"yes","NuCr2A",31,30,9,6,11.5,9,"",NA,0,NA,0,NA,"","","","Sampled at 3.1 m due to CWD, unable to sample mineral because too rocky."
"54","2024-07-30","Nugget Creek","NuCr2","A","6 m",NA,50,"Mineral","",61,"Rock",19,"Mineral",20,20,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","Closest tree to depth hole is in moss hummock with no exposed AR and same SOL depth. Recorded data for AR here is tree 1m away that has greater extent of burn than at transect"
"55","2024-07-29","McCoy Creek","McCr6","A","3 m",NA,28,"Mineral","",68,"Frozen Ground",32,"Mineral",3.5,4,NA,"yes","McCr6A",23,25,12,8,10,11,"",NA,5,NA,5,NA,"","","",""
"56","2024-07-29","McCoy Creek","McCr6","A","6 m",NA,41,"Mineral","",48,"Frozen Ground",31,"Mineral",4,6,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"57","2024-08-02","Teklanika","Tekl5","C","3 m",0,7.5,"Mineral","",57,"Rock",8,"Mineral",1,2,2,"yes","Tekl5C",6,7.5,10,10.5,10.5,10.5,"",NA,5,NA,5,NA,"Core","","7e805d36-618a-4ec5-a687-6d5983e3fd5b","Too wet for labeling, rely on paper slips"
"58","2024-08-02","Teklanika","Tekl5","C","6 m",0,1,"Mineral","",84,"Rock",6,"Mineral",4,4,4,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"59","2024-07-16","Shovel creek","ShCr4","B","3 m",NA,0,"Rock","",0,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"60","2024-07-16","Shovel creek","ShCr4","B","6 m",NA,5.5,"Rock","",5.5,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"61","2024-07-16","Shovel creek","ShCr4","B","9 m",NA,0,"Rock","",0,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"62","2024-07-15","Lost horse","LoHo3","C","9 m",NA,10.5,"Mineral","",74,"Rock",8,"Mineral",13,16,13,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"63","2024-07-15","Lost horse","LoHo3","C","6 m",NA,5.5,"Mineral","",89,"Rock",6,"Mineral",12,10,7.5,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"64","2024-07-15","Lost horse","LoHo3","C","3 m",NA,10.5,"Mineral,Rock","",82,"Frozen Ground",4.5,"Mineral",22,20,21,"yes","Loho3c",10,9.5,10,11,10,10,"",10,5,NA,5,NA,"","","",""
"65","2024-07-23","Hess Creek","HeCr6","B","3 m",NA,16.5,"Mineral","",101,">100cm",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"66","2024-07-23","Hess Creek","HeCr6","B","6 m",NA,13,"Mineral","",85,"Frozen Ground",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"67","2024-07-23","Hess Creek","HeCr6","B","9 m",NA,23,"Mineral","",101,">100cm",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"68","2024-08-01","Munson Creek","MuCr3","C","3 m",3.5,29,"Mineral,Water","",42,"Frozen Ground",27.5,"Mineral",6,10,NA,"yes","MuCr3C",24,26,12,11,10,9,"Unburned sphagnum. Take that into account when thinking about green moss. ",NA,3,NA,8,NA,"","M1 came off with brownie. Depth of 3 but length and width of brownie. M2 taken with corer below. As sampling hole filled with water, so depth might not be accurate. Cored until frozen ground","d4c9102e-27ec-4abe-955b-7dd96c08e17d",""
"69","2024-08-01","Munson Creek","MuCr3","C","6 m",0,19,"Mineral,Water","",36,"Frozen Ground",23,"Mineral,Water",3,4,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"70","2024-07-30","Nugget Creek","NuCr2","C","3 m",NA,17,"Mineral","",101,">100cm",8,"Mineral",22,20,NA,"yes","NuCr2C",17,18,8,5,9.5,9,"",NA,4,5,0,NA,"","Very top of m1 mixed with organic, no m2 sample because too rocky to core.","","0.1m off transect to avoid cwd"
"71","2024-07-30","Nugget Creek","NuCr2","C","6 m",NA,35,"Mineral,Rock","",14,">100cm",101,"Mineral,Rock",7,17,5,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"72","2024-08-04","Munson Creek","MuCr4","B","3 m",0,9,"Mineral","",101,">100cm",9,"Mineral,Rock",14,24,20,"yes","MuCr4B",11,12,8.5,9.5,10,9,"Crumbly",NA,5,NA,5,NA,"Core","","26f0b36c-6aea-445e-a7ec-83194761c58b",""
"73","2024-08-04","Munson Creek","MuCr4","B","6 m",0,34,"Mineral,Rock","",101,"Rock,>100cm",38,"Mineral,Rock",14,10,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"74","2024-07-25","Haystack","Hays6","B","3 m",NA,12,"Mineral","",46,"Rock",3,"Mineral",10,11.5,NA,"yes","Hays6B",9.5,10,11,10.5,11.5,10,"Bottom crumbly. Bottom 1.5 cm of organic came off with soil corer, in its own bag for processing.",NA,5,NA,5,NA,"","","",""
"75","2024-07-25","Haystack","Hays6","B","6 m",NA,19,"Mineral","",66,"Rock",8.5,"Rock",8,19,15,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"76","2024-07-25","Haystack","Hays6","B","9 m",NA,12.5,"Mineral","",42,"Rock",7,"Mineral",13,3,10.5,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"77","2024-07-16","Shovel creek","ShCr3","C","3 m",NA,3.5,"Mineral","",17,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"78","2024-07-16","Shovel creek","ShCr3","C","6 m",NA,9.5,"Mineral","",52,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"79","2024-07-16","Shovel creek","ShCr3","C","9 m",NA,5.5,"Rock","",5.5,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"80","2024-07-15","Lost Horse","LoHo2","C","3 m",NA,6,"Mineral,Rock","",67,"Rock",3.5,"Mineral",21,18,19,"yes","LoHo2C",7,5.5,8.5,10,9,NA,"",NA,5,NA,5,NA,"Core","Big rock removed before mineral","",""
"81","2024-07-15","Lost Horse","LoHo2","C","6 m",NA,13,"Mineral","",65,"Rock",4,"Mineral",13,11,13.5,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"82","2024-07-15","Lost Horse","LoHo2","C","9 m",NA,5.5,"Mineral","",77,"Rock",5.5,"Mineral",16,18,24,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"83","2024-07-23","Hess Creek","HeCr4","A","6 m",NA,19,"Mineral","",101,">100cm",19,"Mineral",5,7,4,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"84","2024-07-23","Hess Creek","HeCr4","A","9 m",NA,26,"Mineral","",55,"Frozen Ground",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"85","2024-07-23","Hess Creek","HeCr4","A","3 m",NA,27,"Mineral","",58,"Frozen Ground",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"86","2024-08-06","Dry Creek","DrCr5","B","3 m",0,9,"Mineral","",60,"Mineral",7,"Mineral",10,12,11,"yes","DrCr5B",10,11.5,10,10.5,10,10,"",NA,5,NA,5,NA,"Core","","","Mineral too dense to probe further"
"87","2024-08-06","Dry Creek","DrCr5","B","6 m",0,3,"Mineral","",58,"Mineral",4,"Mineral",9,10,13,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","Mineral too dense to probe "
"88","2024-08-03","Teklanika","Tekl2","C","3 m",0.1,6,"Mineral","",101,">100cm",11,"Mineral",12,9,NA,"yes","Tekl2C",7,6.5,10,9,10,10,"",NA,5,NA,5,NA,"Core","","",""
"89","2024-08-03","Teklanika","Tekl2","C","6 m",0,8,"Mineral","",86,"Rock",20,"Mineral",18,11,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"90","2024-08-06","Dry Creek","DrCr6","A","3 m",0,16,"Mineral,Water","",101,">100cm",16,"Mineral,Water",4,3,4,"yes","DrCr6A",20,20,7,7,8.5,8,"",NA,6,NA,4,NA,"Core","","",""
"91","2024-08-06","Dry Creek","DrCr6","A","6 m",0,25,"Mineral,Water","",101,">100cm",31,"Mineral,Water",8,7.5,5,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"92","2024-07-15","Lost horse","LoHo3","B","9 m",NA,11,"Mineral","",67,"Rock",8,"Mineral",17,13,7,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"93","2024-07-15","Lost horse","LoHo3","B","6 m",NA,17,"Mineral","",83,"Rock",18,"Mineral",10,6,11,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"94","2024-07-15","Lost horse","LoHo3","B","3 m",NA,9.5,"Mineral","",120,">100cm,Rock",7.6,"Mineral",6,5,4.5,"yes","Loho3b",8,7.5,10.5,11,10.5,11,"",10,5,NA,5,NA,"Core","","",""
"95","2024-08-02","Teklanika","Tekl5","A","3 m",0,9,"Mineral","",58,"Rock",21,"Mineral",8,7,7,"yes","Tekl5A",7.5,8,9.5,9,9,10,"",NA,5,NA,5,NA,"Core","","e4579ffd-b283-4ff6-8c78-ceac405c5a6e","Very rainy, sharpie not working, rely on rite in rain paper slips"
"96","2024-08-02","Teklanika","Tekl5","A","6 m",0,15,"Mineral","",65,"Rock",13,"Mineral",6,5,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
